gene id Process
TRRAP hsa05166 HTLV-I_infection
KLRC4 hsa04612 Antigen_processing_and_presentation
ACOX2 hsa00120 Primary_bile_acid_biosynthesis
ACOX2 hsa04146 Peroxisome
ACOX2 hsa01100 Metabolic_pathways
ACOX2 hsa03320 PPAR_signaling_pathway
AXIN1 hsa05210 Colorectal_cancer
AXIN1 hsa05200 Pathways_in_cancer
AXIN1 hsa04550 Signaling_pathways_regulating_pluripotency_of_stem_cells
AXIN1 hsa05213 Endometrial_cancer
AXIN1 hsa04310 Wnt_signaling_pathway
AXIN1 hsa05217 Basal_cell_carcinoma
AXIN1 hsa04390 Hippo_signaling_pathway
AXIN2 hsa05213 Endometrial_cancer
AXIN2 hsa04310 Wnt_signaling_pathway
AXIN2 hsa05217 Basal_cell_carcinoma
AXIN2 hsa05210 Colorectal_cancer
AXIN2 hsa04550 Signaling_pathways_regulating_pluripotency_of_stem_cells
AXIN2 hsa04390 Hippo_signaling_pathway
AXIN2 hsa05200 Pathways_in_cancer
BRAP hsa04014 Ras_signaling_pathway
CDC7 hsa04110 Cell_cycle
CDC45 hsa04110 Cell_cycle
FZD4 hsa05205 Proteoglycans_in_cancer
FZD4 hsa05166 HTLV-I_infection
FZD4 hsa04390 Hippo_signaling_pathway
FZD4 hsa04550 Signaling_pathways_regulating_pluripotency_of_stem_cells
FZD4 hsa04310 Wnt_signaling_pathway
FZD4 hsa05200 Pathways_in_cancer
FZD4 hsa05217 Basal_cell_carcinoma
FZD4 hsa04916 Melanogenesis
FZD4 hsa04150 mTOR_signaling_pathway
FZD6 hsa05205 Proteoglycans_in_cancer
FZD6 hsa05217 Basal_cell_carcinoma
FZD6 hsa04150 mTOR_signaling_pathway
FZD6 hsa04550 Signaling_pathways_regulating_pluripotency_of_stem_cells
FZD6 hsa04390 Hippo_signaling_pathway
FZD6 hsa05166 HTLV-I_infection
FZD6 hsa05200 Pathways_in_cancer
FZD6 hsa04916 Melanogenesis
FZD6 hsa04310 Wnt_signaling_pathway
FZD7 hsa04310 Wnt_signaling_pathway
FZD7 hsa04390 Hippo_signaling_pathway
FZD7 hsa05166 HTLV-I_infection
FZD7 hsa05200 Pathways_in_cancer
FZD7 hsa05217 Basal_cell_carcinoma
FZD7 hsa04550 Signaling_pathways_regulating_pluripotency_of_stem_cells
FZD7 hsa05205 Proteoglycans_in_cancer
FZD7 hsa04150 mTOR_signaling_pathway
FZD7 hsa04916 Melanogenesis
FZD8 hsa04150 mTOR_signaling_pathway
FZD8 hsa04390 Hippo_signaling_pathway
FZD8 hsa04550 Signaling_pathways_regulating_pluripotency_of_stem_cells
FZD8 hsa05205 Proteoglycans_in_cancer
FZD8 hsa05217 Basal_cell_carcinoma
FZD8 hsa04310 Wnt_signaling_pathway
FZD8 hsa05200 Pathways_in_cancer
FZD8 hsa05166 HTLV-I_infection
FZD8 hsa04916 Melanogenesis
FZD9 hsa04150 mTOR_signaling_pathway
FZD9 hsa04550 Signaling_pathways_regulating_pluripotency_of_stem_cells
FZD9 hsa05200 Pathways_in_cancer
FZD9 hsa05166 HTLV-I_infection
FZD9 hsa05205 Proteoglycans_in_cancer
FZD9 hsa04390 Hippo_signaling_pathway
FZD9 hsa05217 Basal_cell_carcinoma
FZD9 hsa04310 Wnt_signaling_pathway
FZD9 hsa04916 Melanogenesis
HIST1H2AJ hsa05322 Systemic_lupus_erythematosus
HIST1H2AJ hsa05034 Alcoholism
HIST1H2AC hsa05034 Alcoholism
HIST1H2AC hsa05322 Systemic_lupus_erythematosus
HIST1H2AB hsa05322 Systemic_lupus_erythematosus
HIST1H2AB hsa05034 Alcoholism
HIST2H2AA3 hsa05034 Alcoholism
HIST2H2AA3 hsa05322 Systemic_lupus_erythematosus
HIST2H2AC hsa05322 Systemic_lupus_erythematosus
HIST2H2AC hsa05034 Alcoholism
HIST1H2BL hsa05034 Alcoholism
HIST1H2BL hsa05322 Systemic_lupus_erythematosus
HIST1H2BL hsa05203 Viral_carcinogenesis
HIST1H2BN hsa05034 Alcoholism
HIST1H2BN hsa05322 Systemic_lupus_erythematosus
HIST1H2BN hsa05203 Viral_carcinogenesis
HIST1H2BM hsa05322 Systemic_lupus_erythematosus
HIST1H2BM hsa05203 Viral_carcinogenesis
HIST1H2BM hsa05034 Alcoholism
HIST1H2BE hsa05034 Alcoholism
HIST1H2BE hsa05322 Systemic_lupus_erythematosus
HIST1H2BE hsa05203 Viral_carcinogenesis
HIST1H2BH hsa05203 Viral_carcinogenesis
HIST1H2BH hsa05034 Alcoholism
HIST1H2BH hsa05322 Systemic_lupus_erythematosus
HIST1H2BC hsa05322 Systemic_lupus_erythematosus
HIST1H2BC hsa05203 Viral_carcinogenesis
HIST1H2BC hsa05034 Alcoholism
HIST1H2BO hsa05034 Alcoholism
HIST1H2BO hsa05322 Systemic_lupus_erythematosus
HIST1H2BO hsa05203 Viral_carcinogenesis
HIST2H2BE hsa05203 Viral_carcinogenesis
HIST2H2BE hsa05034 Alcoholism
HIST2H2BE hsa05322 Systemic_lupus_erythematosus
HIST1H3A hsa05322 Systemic_lupus_erythematosus
HIST1H3A hsa05202 Transcriptional_misregulation_in_cancer
HIST1H3A hsa05034 Alcoholism
HIST1H4A hsa05034 Alcoholism
HIST1H4A hsa05322 Systemic_lupus_erythematosus
HIST1H4A hsa05203 Viral_carcinogenesis
HIST1H4G hsa05322 Systemic_lupus_erythematosus
HIST1H4G hsa05034 Alcoholism
HIST1H4G hsa05203 Viral_carcinogenesis
HYAL3 hsa00531 Glycosaminoglycan_degradation
HYAL3 hsa01100 Metabolic_pathways
MAD1L1 hsa04914 Progesterone-mediated_oocyte_maturation
MAD1L1 hsa04110 Cell_cycle
MAD1L1 hsa05203 Viral_carcinogenesis
NME5 hsa01100 Metabolic_pathways
NME5 hsa00230 Purine_metabolism
NME5 hsa00240 Pyrimidine_metabolism
OR1A1 hsa04740 Olfactory_transduction
OR1D5 hsa04740 Olfactory_transduction
OR1E1 hsa04740 Olfactory_transduction
OR1E2 hsa04740 Olfactory_transduction
OR1G1 hsa04740 Olfactory_transduction
OR3A3 hsa04740 Olfactory_transduction
PIP5K1B hsa04070 Phosphatidylinositol_signaling_system
PIP5K1B hsa05231 Choline_metabolism_in_cancer
PIP5K1B hsa00562 Inositol_phosphate_metabolism
PIP5K1B hsa04810 Regulation_of_actin_cytoskeleton
PIP5K1B hsa04144 Endocytosis
PIP5K1B hsa04666 Fc_gamma_R-mediated_phagocytosis
PIP5K1B hsa01100 Metabolic_pathways
PIP5K1B hsa04072 Phospholipase_D_signaling_pathway
PIP4K2B hsa04070 Phosphatidylinositol_signaling_system
PIP4K2B hsa04810 Regulation_of_actin_cytoskeleton
PIP4K2B hsa00562 Inositol_phosphate_metabolism
PLA2G6 hsa04666 Fc_gamma_R-mediated_phagocytosis
PLA2G6 hsa04014 Ras_signaling_pathway
PLA2G6 hsa00565 Ether_lipid_metabolism
PLA2G6 hsa04750 Inflammatory_mediator_regulation_of_TRP_channels
PLA2G6 hsa00592 alpha-Linolenic_acid_metabolism
PLA2G6 hsa00590 Arachidonic_acid_metabolism
PLA2G6 hsa01100 Metabolic_pathways
PLA2G6 hsa00564 Glycerophospholipid_metabolism
PLA2G6 hsa00591 Linoleic_acid_metabolism
PLA2G6 hsa04270 Vascular_smooth_muscle_contraction
PLA2G10 hsa04270 Vascular_smooth_muscle_contraction
PLA2G10 hsa00564 Glycerophospholipid_metabolism
PLA2G10 hsa04014 Ras_signaling_pathway
PLA2G10 hsa00565 Ether_lipid_metabolism
PLA2G10 hsa00592 alpha-Linolenic_acid_metabolism
PLA2G10 hsa00591 Linoleic_acid_metabolism
PLA2G10 hsa01100 Metabolic_pathways
PLA2G10 hsa04972 Pancreatic_secretion
PLA2G10 hsa00590 Arachidonic_acid_metabolism
PLA2G10 hsa04975 Fat_digestion_and_absorption
SPOP hsa04340 Hedgehog_signaling_pathway
ULK1 hsa04140 Regulation_of_autophagy
ULK1 hsa04150 mTOR_signaling_pathway
ULK1 hsa04211 Longevity_regulating_pathway
ULK1 hsa04152 AMPK_signaling_pathway
EEA1 hsa04145 Phagosome
EEA1 hsa05152 Tuberculosis
EEA1 hsa04144 Endocytosis
BBOX1 hsa00310 Lysine_degradation
NR0B2 hsa04976 Bile_secretion
RECK hsa05206 MicroRNAs_in_cancer
SOAT2 hsa00100 Steroid_biosynthesis
ACAT2 hsa00100 Steroid_biosynthesis
RASAL1 hsa04014 Ras_signaling_pathway
RAD54L hsa03440 Homologous_recombination
NSMAF hsa04071 Sphingolipid_signaling_pathway
NCK2 hsa04012 ErbB_signaling_pathway
NCK2 hsa04660 T_cell_receptor_signaling_pathway
NCK2 hsa05130 Pathogenic_Escherichia_coli_infection
NCK2 hsa04360 Axon_guidance
GNPAT hsa04146 Peroxisome
GNPAT hsa00564 Glycerophospholipid_metabolism
DHX16 hsa03040 Spliceosome
CUL4B hsa04120 Ubiquitin_mediated_proteolysis
CUL4B hsa03420 Nucleotide_excision_repair
CUL3 hsa04340 Hedgehog_signaling_pathway
CUL3 hsa04120 Ubiquitin_mediated_proteolysis
TTF2 hsa04918 Thyroid_hormone_synthesis
TEAD2 hsa04392 Hippo_signaling_pathway_-multiple_species
TEAD2 hsa04390 Hippo_signaling_pathway
SUPT3H hsa05202 Transcriptional_misregulation_in_cancer
IRS4 hsa04211 Longevity_regulating_pathway
IRS4 hsa04152 AMPK_signaling_pathway
IRS4 hsa04213 Longevity_regulating_pathway
IRS4 hsa04923 Regulation_of_lipolysis_in_adipocytes
IRS4 hsa04930 Type_II_diabetes_mellitus
IRS4 hsa04920 Adipocytokine_signaling_pathway
IRS4 hsa04022 cGMP-PKG_signaling_pathway
IRS4 hsa04910 Insulin_signaling_pathway
IRS4 hsa04068 FoxO_signaling_pathway
OGT hsa04931 Insulin_resistance
OGT hsa00514 Other_types_of_O-glycan_biosynthesis
RAE1 hsa03013 RNA_transport
RAE1 hsa05164 Influenza_A
SEMA7A hsa04360 Axon_guidance
GEMIN2 hsa03013 RNA_transport
MAP4K3 hsa04010 MAPK_signaling_pathway
PPM1D hsa04115 p53_signaling_pathway
PIK3R3 hsa05160 Hepatitis_C
PIK3R3 hsa05220 Chronic_myeloid_leukemia
PIK3R3 hsa05100 Bacterial_invasion_of_epithelial_cells
PIK3R3 hsa01521 EGFR_tyrosine_kinase_inhibitor_resistance
PIK3R3 hsa05210 Colorectal_cancer
PIK3R3 hsa04070 Phosphatidylinositol_signaling_system
PIK3R3 hsa04923 Regulation_of_lipolysis_in_adipocytes
PIK3R3 hsa04810 Regulation_of_actin_cytoskeleton
PIK3R3 hsa04071 Sphingolipid_signaling_pathway
PIK3R3 hsa04660 T_cell_receptor_signaling_pathway
PIK3R3 hsa05214 Glioma
PIK3R3 hsa04650 Natural_killer_cell_mediated_cytotoxicity
PIK3R3 hsa05146 Amoebiasis
PIK3R3 hsa04611 Platelet_activation
PIK3R3 hsa04152 AMPK_signaling_pathway
PIK3R3 hsa04151 PI3K-Akt_signaling_pathway
PIK3R3 hsa04931 Insulin_resistance
PIK3R3 hsa04725 Cholinergic_synapse
PIK3R3 hsa04915 Estrogen_signaling_pathway
PIK3R3 hsa04620 Toll-like_receptor_signaling_pathway
PIK3R3 hsa04370 VEGF_signaling_pathway
PIK3R3 hsa05205 Proteoglycans_in_cancer
PIK3R3 hsa04919 Thyroid_hormone_signaling_pathway
PIK3R3 hsa04722 Neurotrophin_signaling_pathway
PIK3R3 hsa04666 Fc_gamma_R-mediated_phagocytosis
PIK3R3 hsa05142 Chagas_disease_(American_trypanosomiasis)
PIK3R3 hsa05164 Influenza_A
PIK3R3 hsa04550 Signaling_pathways_regulating_pluripotency_of_stem_cells
PIK3R3 hsa04022 cGMP-PKG_signaling_pathway
PIK3R3 hsa05215 Prostate_cancer
PIK3R3 hsa04015 Rap1_signaling_pathway
PIK3R3 hsa04630 Jak-STAT_signaling_pathway
PIK3R3 hsa04012 ErbB_signaling_pathway
PIK3R3 hsa04921 Oxytocin_signaling_pathway
PIK3R3 hsa04360 Axon_guidance
PIK3R3 hsa04973 Carbohydrate_digestion_and_absorption
PIK3R3 hsa04914 Progesterone-mediated_oocyte_maturation
PIK3R3 hsa04213 Longevity_regulating_pathway
PIK3R3 hsa05203 Viral_carcinogenesis
PIK3R3 hsa05231 Choline_metabolism_in_cancer
PIK3R3 hsa04211 Longevity_regulating_pathway
PIK3R3 hsa04062 Chemokine_signaling_pathway
PIK3R3 hsa05200 Pathways_in_cancer
PIK3R3 hsa04932 Non-alcoholic_fatty_liver_disease_(NAFLD)
PIK3R3 hsa04670 Leukocyte_transendothelial_migration
PIK3R3 hsa04510 Focal_adhesion
PIK3R3 hsa04750 Inflammatory_mediator_regulation_of_TRP_channels
PIK3R3 hsa01524 Platinum_drug_resistance
PIK3R3 hsa05211 Renal_cell_carcinoma
PIK3R3 hsa04668 TNF_signaling_pathway
PIK3R3 hsa04933 AGE-RAGE_signaling_pathway_in_diabetic_complications
PIK3R3 hsa04917 Prolactin_signaling_pathway
PIK3R3 hsa05145 Toxoplasmosis
PIK3R3 hsa05223 Non-small_cell_lung_cancer
PIK3R3 hsa05169 Epstein-Barr_virus_infection
PIK3R3 hsa05213 Endometrial_cancer
PIK3R3 hsa04066 HIF-1_signaling_pathway
PIK3R3 hsa04024 cAMP_signaling_pathway
PIK3R3 hsa01522 Endocrine_resistance
PIK3R3 hsa04380 Osteoclast_differentiation
PIK3R3 hsa04662 B_cell_receptor_signaling_pathway
PIK3R3 hsa05162 Measles
PIK3R3 hsa04930 Type_II_diabetes_mellitus
PIK3R3 hsa05212 Pancreatic_cancer
PIK3R3 hsa05221 Acute_myeloid_leukemia
PIK3R3 hsa04150 mTOR_signaling_pathway
PIK3R3 hsa05166 HTLV-I_infection
PIK3R3 hsa05218 Melanoma
PIK3R3 hsa04910 Insulin_signaling_pathway
PIK3R3 hsa04072 Phospholipase_D_signaling_pathway
PIK3R3 hsa04068 FoxO_signaling_pathway
PIK3R3 hsa05230 Central_carbon_metabolism_in_cancer
PIK3R3 hsa05222 Small_cell_lung_cancer
PIK3R3 hsa04210 Apoptosis
PIK3R3 hsa04014 Ras_signaling_pathway
PIK3R3 hsa05161 Hepatitis_B
PIK3R3 hsa04664 Fc_epsilon_RI_signaling_pathway
PIK3R3 hsa04261 Adrenergic_signaling_in_cardiomyocytes
PIK3R3 hsa04960 Aldosterone-regulated_sodium_reabsorption
PEX3 hsa04146 Peroxisome
CNTNAP1 hsa04514 Cell_adhesion_molecules_(CAMs)
NDST2 hsa01100 Metabolic_pathways
NDST2 hsa00534 Glycosaminoglycan_biosynthesis
LIPF hsa04975 Fat_digestion_and_absorption
LIPF hsa00561 Glycerolipid_metabolism
LIPF hsa01100 Metabolic_pathways
ITGA10 hsa04810 Regulation_of_actin_cytoskeleton
ITGA10 hsa05410 Hypertrophic_cardiomyopathy_(HCM)
ITGA10 hsa05414 Dilated_cardiomyopathy
ITGA10 hsa04512 ECM-receptor_interaction
ITGA10 hsa05412 Arrhythmogenic_right_ventricular_cardiomyopathy_(ARVC)
ITGA10 hsa04510 Focal_adhesion
ITGA10 hsa04151 PI3K-Akt_signaling_pathway
IKBKG hsa05131 Shigellosis
IKBKG hsa04660 T_cell_receptor_signaling_pathway
IKBKG hsa04920 Adipocytokine_signaling_pathway
IKBKG hsa04668 TNF_signaling_pathway
IKBKG hsa04064 NF-kappa_B_signaling_pathway
IKBKG hsa04151 PI3K-Akt_signaling_pathway
IKBKG hsa05222 Small_cell_lung_cancer
IKBKG hsa05340 Primary_immunodeficiency
IKBKG hsa04210 Apoptosis
IKBKG hsa05220 Chronic_myeloid_leukemia
IKBKG hsa04010 MAPK_signaling_pathway
IKBKG hsa05161 Hepatitis_B
IKBKG hsa04621 NOD-like_receptor_signaling_pathway
IKBKG hsa04062 Chemokine_signaling_pathway
IKBKG hsa05166 HTLV-I_infection
IKBKG hsa05160 Hepatitis_C
IKBKG hsa05169 Epstein-Barr_virus_infection
IKBKG hsa05203 Viral_carcinogenesis
IKBKG hsa05142 Chagas_disease_(American_trypanosomiasis)
IKBKG hsa05215 Prostate_cancer
IKBKG hsa05200 Pathways_in_cancer
IKBKG hsa05120 Epithelial_cell_signaling_in_Helicobacter_pylori_infection
IKBKG hsa04620 Toll-like_receptor_signaling_pathway
IKBKG hsa05145 Toxoplasmosis
IKBKG hsa04623 Cytosolic_DNA-sensing_pathway
IKBKG hsa04662 B_cell_receptor_signaling_pathway
IKBKG hsa04380 Osteoclast_differentiation
IKBKG hsa05168 Herpes_simplex_infection
IKBKG hsa04014 Ras_signaling_pathway
IKBKG hsa04622 RIG-I-like_receptor_signaling_pathway
IKBKG hsa05212 Pancreatic_cancer
IKBKG hsa05221 Acute_myeloid_leukemia
IFITM1 hsa04662 B_cell_receptor_signaling_pathway
HAT1 hsa05034 Alcoholism
DGKZ hsa04072 Phospholipase_D_signaling_pathway
DGKZ hsa04070 Phosphatidylinositol_signaling_system
DGKZ hsa05231 Choline_metabolism_in_cancer
DGKZ hsa01100 Metabolic_pathways
DGKZ hsa00564 Glycerophospholipid_metabolism
DGKZ hsa00561 Glycerolipid_metabolism
DGKE hsa04070 Phosphatidylinositol_signaling_system
DGKE hsa04072 Phospholipase_D_signaling_pathway
DGKE hsa00561 Glycerolipid_metabolism
DGKE hsa01100 Metabolic_pathways
DGKE hsa00564 Glycerophospholipid_metabolism
DGKE hsa05231 Choline_metabolism_in_cancer
DGKD hsa05231 Choline_metabolism_in_cancer
DGKD hsa00564 Glycerophospholipid_metabolism
DGKD hsa04072 Phospholipase_D_signaling_pathway
DGKD hsa00561 Glycerolipid_metabolism
DGKD hsa01100 Metabolic_pathways
DGKD hsa04070 Phosphatidylinositol_signaling_system
DDO hsa00250 Alanine,_aspartate_and_glutamate_metabolism
DDO hsa04146 Peroxisome
CYP4F2 hsa00590 Arachidonic_acid_metabolism
CYP4F2 hsa01100 Metabolic_pathways
YBX3 hsa04530 Tight_junction
CHST1 hsa00533 Glycosaminoglycan_biosynthesis
CAMK1 hsa04925 Aldosterone_synthesis_and_secretion
CAMK1 hsa04921 Oxytocin_signaling_pathway
AGPS hsa01100 Metabolic_pathways
AGPS hsa00565 Ether_lipid_metabolism
AGPS hsa04146 Peroxisome
APOL1 hsa05143 African_trypanosomiasis
AP3B1 hsa04142 Lysosome
MAPKAPK5 hsa04010 MAPK_signaling_pathway
BHLHE40 hsa04710 Circadian_rhythm
STRA13 hsa04710 Circadian_rhythm
DEC1 hsa04710 Circadian_rhythm
PIAS1 hsa05160 Hepatitis_C
PIAS1 hsa04630 Jak-STAT_signaling_pathway
PIAS1 hsa04120 Ubiquitin_mediated_proteolysis
CDC14B hsa04110 Cell_cycle
CDC14A hsa04110 Cell_cycle
PRPF18 hsa03040 Spliceosome
DEGS1 hsa04071 Sphingolipid_signaling_pathway
DEGS1 hsa00600 Sphingolipid_metabolism
DEGS1 hsa01100 Metabolic_pathways
THOC5 hsa03013 RNA_transport
KMO hsa01100 Metabolic_pathways
KMO hsa00380 Tryptophan_metabolism
YARS hsa00970 Aminoacyl-tRNA_biosynthesis
PDXK hsa01100 Metabolic_pathways
PDXK hsa00750 Vitamin_B6_metabolism
MKNK1 hsa04010 MAPK_signaling_pathway
MKNK1 hsa04066 HIF-1_signaling_pathway
MKNK1 hsa04910 Insulin_signaling_pathway
CASK hsa04530 Tight_junction
AKR7A2 hsa00980 Metabolism_of_xenobiotics_by_cytochrome_P450
OR6A2 hsa04740 Olfactory_transduction
TNFSF11 hsa04917 Prolactin_signaling_pathway
TNFSF11 hsa04060 Cytokine-cytokine_receptor_interaction
TNFSF11 hsa04380 Osteoclast_differentiation
TNFSF11 hsa05323 Rheumatoid_arthritis
TNFSF11 hsa04064 NF-kappa_B_signaling_pathway
PLA2G4C hsa04270 Vascular_smooth_muscle_contraction
PLA2G4C hsa04730 Long-term_depression
PLA2G4C hsa00564 Glycerophospholipid_metabolism
PLA2G4C hsa04912 GnRH_signaling_pathway
PLA2G4C hsa00590 Arachidonic_acid_metabolism
PLA2G4C hsa04913 Ovarian_steroidogenesis
PLA2G4C hsa01100 Metabolic_pathways
PLA2G4C hsa00591 Linoleic_acid_metabolism
PLA2G4C hsa04370 VEGF_signaling_pathway
PLA2G4C hsa05231 Choline_metabolism_in_cancer
PLA2G4C hsa04010 MAPK_signaling_pathway
PLA2G4C hsa04724 Glutamatergic_synapse
PLA2G4C hsa04611 Platelet_activation
PLA2G4C hsa00565 Ether_lipid_metabolism
PLA2G4C hsa04726 Serotonergic_synapse
PLA2G4C hsa04664 Fc_epsilon_RI_signaling_pathway
PLA2G4C hsa04014 Ras_signaling_pathway
PLA2G4C hsa00592 alpha-Linolenic_acid_metabolism
PLA2G4C hsa04072 Phospholipase_D_signaling_pathway
PLA2G4C hsa04921 Oxytocin_signaling_pathway
PLA2G4C hsa04750 Inflammatory_mediator_regulation_of_TRP_channels
RUVBL1 hsa04310 Wnt_signaling_pathway
RDH16 hsa00830 Retinol_metabolism
RDH16 hsa01100 Metabolic_pathways
PLPP1 hsa04975 Fat_digestion_and_absorption
PLPP1 hsa05231 Choline_metabolism_in_cancer
PLPP1 hsa04072 Phospholipase_D_signaling_pathway
PLPP1 hsa00565 Ether_lipid_metabolism
PLPP1 hsa00561 Glycerolipid_metabolism
PLPP1 hsa00600 Sphingolipid_metabolism
PLPP1 hsa00564 Glycerophospholipid_metabolism
PLPP1 hsa04666 Fc_gamma_R-mediated_phagocytosis
PLPP1 hsa01100 Metabolic_pathways
PLPP2 hsa00561 Glycerolipid_metabolism
PLPP2 hsa00565 Ether_lipid_metabolism
PLPP2 hsa04975 Fat_digestion_and_absorption
PLPP2 hsa05231 Choline_metabolism_in_cancer
PLPP2 hsa01100 Metabolic_pathways
PLPP2 hsa04666 Fc_gamma_R-mediated_phagocytosis
PLPP2 hsa04072 Phospholipase_D_signaling_pathway
PLPP2 hsa00564 Glycerophospholipid_metabolism
PLPP2 hsa00600 Sphingolipid_metabolism
PLPP3 hsa00565 Ether_lipid_metabolism
PLPP3 hsa05231 Choline_metabolism_in_cancer
PLPP3 hsa00600 Sphingolipid_metabolism
PLPP3 hsa04666 Fc_gamma_R-mediated_phagocytosis
PLPP3 hsa00564 Glycerophospholipid_metabolism
PLPP3 hsa00561 Glycerolipid_metabolism
PLPP3 hsa04072 Phospholipase_D_signaling_pathway
PLPP3 hsa04975 Fat_digestion_and_absorption
PLPP3 hsa01100 Metabolic_pathways
PDE8B hsa05032 Morphine_addiction
PDE8B hsa00230 Purine_metabolism
RFXANK hsa05152 Tuberculosis
RFXANK hsa05340 Primary_immunodeficiency
RFXANK hsa04612 Antigen_processing_and_presentation
TP63 hsa05206 MicroRNAs_in_cancer
HSD17B6 hsa00830 Retinol_metabolism
HSD17B6 hsa00140 Steroid_hormone_biosynthesis
HSD17B6 hsa01100 Metabolic_pathways
SKAP1 hsa04015 Rap1_signaling_pathway
DNAH17 hsa05016 Huntington's_disease
UNC5C hsa04360 Axon_guidance
EIF4EBP3 hsa03013 RNA_transport
AOC3 hsa00410 beta-Alanine_metabolism
AOC3 hsa01100 Metabolic_pathways
AOC3 hsa00260 Glycine,_serine_and_threonine_metabolism
AOC3 hsa00360 Phenylalanine_metabolism
AOC3 hsa00350 Tyrosine_metabolism
CDH19 hsa04392 Hippo_signaling_pathway_-multiple_species
DCHS1 hsa04392 Hippo_signaling_pathway_-multiple_species
PTCH2 hsa05200 Pathways_in_cancer
PTCH2 hsa04340 Hedgehog_signaling_pathway
PTCH2 hsa05217 Basal_cell_carcinoma
AKR1C3 hsa00140 Steroid_hormone_biosynthesis
AKR1C3 hsa01100 Metabolic_pathways
AKR1C3 hsa04913 Ovarian_steroidogenesis
AKR1C3 hsa00590 Arachidonic_acid_metabolism
KCNK5 hsa04742 Taste_transduction
KCNK5 hsa04974 Protein_digestion_and_absorption
ABCB11 hsa02010 ABC_transporters
ABCB11 hsa01522 Endocrine_resistance
ABCB11 hsa04976 Bile_secretion
NCOA1 hsa04919 Thyroid_hormone_signaling_pathway
LAMTOR3 hsa04010 MAPK_signaling_pathway
LAMTOR3 hsa04150 mTOR_signaling_pathway
NUMB hsa04330 Notch_signaling_pathway
SOCS1 hsa04630 Jak-STAT_signaling_pathway
SOCS1 hsa04930 Type_II_diabetes_mellitus
SOCS1 hsa04380 Osteoclast_differentiation
SOCS1 hsa04910 Insulin_signaling_pathway
SOCS1 hsa04120 Ubiquitin_mediated_proteolysis
SOCS1 hsa05145 Toxoplasmosis
SOCS1 hsa04917 Prolactin_signaling_pathway
SOCS1 hsa05206 MicroRNAs_in_cancer
PDE5A hsa04022 cGMP-PKG_signaling_pathway
PDE5A hsa00230 Purine_metabolism
DLC1 hsa04962 Vasopressin-regulated_water_reabsorption
DYNLL1 hsa04962 Vasopressin-regulated_water_reabsorption
ALDH4A1 hsa00330 Arginine_and_proline_metabolism
ALDH4A1 hsa00250 Alanine,_aspartate_and_glutamate_metabolism
ALDH4A1 hsa01100 Metabolic_pathways
IRS2 hsa04932 Non-alcoholic_fatty_liver_disease_(NAFLD)
IRS2 hsa04211 Longevity_regulating_pathway
IRS2 hsa04910 Insulin_signaling_pathway
IRS2 hsa05206 MicroRNAs_in_cancer
IRS2 hsa04923 Regulation_of_lipolysis_in_adipocytes
IRS2 hsa04920 Adipocytokine_signaling_pathway
IRS2 hsa04931 Insulin_resistance
IRS2 hsa04068 FoxO_signaling_pathway
IRS2 hsa04930 Type_II_diabetes_mellitus
IRS2 hsa04213 Longevity_regulating_pathway
IRS2 hsa04152 AMPK_signaling_pathway
IRS2 hsa04022 cGMP-PKG_signaling_pathway
EIF3A hsa03013 RNA_transport
EIF3B hsa03013 RNA_transport
EIF3C hsa03013 RNA_transport
EIF3CL hsa03013 RNA_transport
EIF3D hsa03013 RNA_transport
EIF3F hsa03013 RNA_transport
EIF3G hsa03013 RNA_transport
EIF3H hsa05162 Measles
EIF3H hsa03013 RNA_transport
EIF3I hsa03013 RNA_transport
EIF3J hsa03013 RNA_transport
SLC4A5 hsa04976 Bile_secretion
SLC4A5 hsa04972 Pancreatic_secretion
SLC4A5 hsa04964 Proximal_tubule_bicarbonate_reclamation
SLC4A4 hsa04976 Bile_secretion
SLC4A4 hsa04972 Pancreatic_secretion
SLC4A4 hsa04964 Proximal_tubule_bicarbonate_reclamation
EIF4G3 hsa05416 Viral_myocarditis
EIF4G3 hsa03013 RNA_transport
VAMP8 hsa04611 Platelet_activation
VAMP8 hsa04130 SNARE_interactions_in_vesicular_transport
VAMP4 hsa04130 SNARE_interactions_in_vesicular_transport
STX16 hsa04130 SNARE_interactions_in_vesicular_transport
STX11 hsa04130 SNARE_interactions_in_vesicular_transport
STX10 hsa04130 SNARE_interactions_in_vesicular_transport
BECN1 hsa04140 Regulation_of_autophagy
BECN1 hsa04215 Apoptosis
SRSF9 hsa05168 Herpes_simplex_infection
SRSF9 hsa03040 Spliceosome
MARCO hsa04145 Phagosome
HYAL2 hsa01100 Metabolic_pathways
HYAL2 hsa00531 Glycosaminoglycan_degradation
GALNT4 hsa00512 Mucin_type_O-Glycan_biosynthesis
GALNT4 hsa01100 Metabolic_pathways
DGAT1 hsa00830 Retinol_metabolism
DGAT1 hsa04975 Fat_digestion_and_absorption
DGAT1 hsa00561 Glycerolipid_metabolism
DGAT1 hsa01100 Metabolic_pathways
CDC23 hsa04110 Cell_cycle
CDC23 hsa04914 Progesterone-mediated_oocyte_maturation
CDC23 hsa04120 Ubiquitin_mediated_proteolysis
CDC23 hsa04114 Oocyte_meiosis
CDC23 hsa05166 HTLV-I_infection
S1PR4 hsa04071 Sphingolipid_signaling_pathway
S1PR4 hsa04080 Neuroactive_ligand-receptor_interaction
S1PR4 hsa04068 FoxO_signaling_pathway
