ENSG00000278198	ENST00000611619	ENSP00000482855
ENSG00000112851	ENST00000506030	ENSP00000426632
ENSG00000232112	ENST00000438607	ENSP00000397843
ENSG00000065882	ENST00000261439	ENSP00000261439
ENSG00000261247	ENST00000569052	ENSP00000455826
ENSG00000119523	ENST00000476832	ENSP00000417764
ENSG00000221933	ENST00000408898	ENSP00000386167
ENSG00000119862	ENST00000238875	ENSP00000238875
ENSG00000204195	ENST00000374521	ENSP00000363645
ENSG00000221813	ENST00000408922	ENSP00000386151
ENSG00000080986	ENST00000261597	ENSP00000261597
ENSG00000221910	ENST00000408955	ENSP00000386222
ENSG00000178057	ENST00000326925	ENSP00000323076
ENSG00000068912	ENST00000185150	ENSP00000185150
ENSG00000158423	ENST00000375327	ENSP00000364476
ENSG00000005471	ENST00000265723	ENSP00000265723
ENSG00000160932	ENST00000520466	ENSP00000428572
ENSG00000086300	ENST00000446848	ENSP00000395474
ENSG00000154040	ENST00000621648	ENSP00000483621
ENSG00000172183	ENST00000306072	ENSP00000306565
ENSG00000170967	ENST00000302259	ENSP00000302805
ENSG00000166452	ENST00000309377	ENSP00000310459
ENSG00000087995	ENST00000311506	ENSP00000309610
ENSG00000133112	ENST00000616577	ENSP00000477781
ENSG00000148677	ENST00000371697	ENSP00000360762
ENSG00000123700	ENST00000243457	ENSP00000243457
ENSG00000108840	ENST00000225983	ENSP00000225983
ENSG00000166840	ENST00000300079	ENSP00000300079
ENSG00000168090	ENST00000303904	ENSP00000304102
ENSG00000067177	ENST00000373542	ENSP00000362643
ENSG00000146856	ENST00000436302	ENSP00000388275
ENSG00000100227	ENST00000451060	ENSP00000397927
ENSG00000271079	ENST00000420911	ENSP00000474204
ENSG00000047597	ENST00000378616	ENSP00000367879
ENSG00000204428	ENST00000383237	ENSP00000372724
ENSG00000221855	ENST00000408916	ENSP00000386201
ENSG00000165169	ENST00000378578	ENSP00000367841
ENSG00000134779	ENST00000590842	ENSP00000464780
ENSG00000164073	ENST00000296468	ENSP00000296468
ENSG00000167653	ENST00000301258	ENSP00000301258
ENSG00000069329	ENST00000299138	ENSP00000299138
ENSG00000230347	ENST00000457977	ENSP00000400046
ENSG00000101955	ENST00000378533	ENSP00000367794
ENSG00000106392	ENST00000436587	ENSP00000389176
ENSG00000004766	ENST00000305866	ENSP00000307666
ENSG00000147488	ENST00000276480	ENSP00000276480
ENSG00000228517	ENST00000434883	ENSP00000392283
ENSG00000049283	ENST00000268933	ENSP00000268933
ENSG00000229833	ENST00000594797	ENSP00000470539
ENSG00000058453	ENST00000375541	ENSP00000364691
ENSG00000105278	ENST00000262961	ENSP00000262961
ENSG00000176623	ENST00000406452	ENSP00000385927
ENSG00000181481	ENST00000328381	ENSP00000328340
ENSG00000114354	ENST00000240851	ENSP00000240851
ENSG00000114861	ENST00000615603	ENSP00000484803
ENSG00000147036	ENST00000378619	ENSP00000367882
ENSG00000167770	ENST00000538426	ENSP00000444357
ENSG00000008083	ENST00000341776	ENSP00000341280
ENSG00000165046	ENST00000379957	ENSP00000369291
ENSG00000147041	ENST00000456733	ENSP00000395220
ENSG00000102962	ENST00000219235	ENSP00000219235
ENSG00000134056	ENST00000256441	ENSP00000256441
ENSG00000260537	ENST00000567706	ENSP00000454699
ENSG00000006210	ENST00000006053	ENSP00000006053
ENSG00000119514	ENST00000375011	ENSP00000364150
ENSG00000163947	ENST00000338458	ENSP00000341071
ENSG00000277758	ENST00000615923	ENSP00000478933
ENSG00000157349	ENST00000288071	ENSP00000288071
ENSG00000164794	ENST00000524391	ENSP00000435954
ENSG00000164978	ENST00000379158	ENSP00000368455
ENSG00000079785	ENST00000381341	ENSP00000370745
ENSG00000175809	ENST00000323684	ENSP00000323348
ENSG00000109471	ENST00000226730	ENSP00000226730
ENSG00000197557	ENST00000355689	ENSP00000347915
ENSG00000100228	ENST00000263116	ENSP00000263116
ENSG00000183918	ENST00000371139	ENSP00000360181
ENSG00000204479	ENST00000376098	ENSP00000365266
ENSG00000260691	ENST00000562196	ENSP00000477695
ENSG00000112130	ENST00000373479	ENSP00000362578
ENSG00000206538	ENST00000398399	ENSP00000381436
ENSG00000160588	ENST00000278949	ENSP00000278949
ENSG00000129187	ENST00000357067	ENSP00000349576
ENSG00000120907	ENST00000380586	ENSP00000369960
ENSG00000181016	ENST00000312849	ENSP00000323304
ENSG00000147364	ENST00000382824	ENSP00000372274
ENSG00000160188	ENST00000291536	ENSP00000291536
ENSG00000103245	ENST00000251588	ENSP00000251588
ENSG00000188306	ENST00000340806	ENSP00000342188
ENSG00000175874	ENST00000324768	ENSP00000315203
ENSG00000102174	ENST00000379374	ENSP00000368682
ENSG00000151033	ENST00000375318	ENSP00000364467
ENSG00000136834	ENST00000259357	ENSP00000259357
ENSG00000100083	ENST00000343632	ENSP00000341344
ENSG00000176102	ENST00000323959	ENSP00000315791
ENSG00000176542	ENST00000316407	ENSP00000320794
ENSG00000234602	ENST00000513312	ENSP00000426359
ENSG00000102837	ENST00000219022	ENSP00000219022
ENSG00000197785	ENST00000378755	ENSP00000368030
ENSG00000077380	ENST00000397119	ENSP00000380308
ENSG00000271303	ENST00000381962	ENSP00000371388
ENSG00000065665	ENST00000298428	ENSP00000298428
ENSG00000141968	ENST00000602142	ENSP00000472929
ENSG00000156482	ENST00000521291	ENSP00000428085
ENSG00000131626	ENST00000253925	ENSP00000253925
ENSG00000270601	ENST00000622421	ENSP00000480122
ENSG00000111845	ENST00000379568	ENSP00000368887
ENSG00000019991	ENST00000222390	ENSP00000222390
ENSG00000042445	ENST00000295802	ENSP00000295802
ENSG00000157353	ENST00000288078	ENSP00000288078
ENSG00000167393	ENST00000390665	ENSP00000375080
ENSG00000101188	ENST00000370501	ENSP00000359532
ENSG00000240654	ENST00000382071	ENSP00000371503
ENSG00000132510	ENST00000254846	ENSP00000254846
ENSG00000132639	ENST00000254976	ENSP00000254976
ENSG00000145217	ENST00000361661	ENSP00000354721
ENSG00000136750	ENST00000376261	ENSP00000365437
ENSG00000154217	ENST00000581322	ENSP00000464006
ENSG00000197561	ENST00000590230	ENSP00000466090
ENSG00000124120	ENST00000372904	ENSP00000361995
ENSG00000082068	ENST00000265107	ENSP00000265107
ENSG00000131759	ENST00000254066	ENSP00000254066
ENSG00000128881	ENST00000267890	ENSP00000267890
ENSG00000164588	ENST00000303230	ENSP00000307342
ENSG00000132470	ENST00000200181	ENSP00000200181
ENSG00000070770	ENST00000262506	ENSP00000262506
ENSG00000166634	ENST00000269491	ENSP00000269491
ENSG00000153093	ENST00000439055	ENSP00000407761
ENSG00000179051	ENST00000375436	ENSP00000364585
ENSG00000139679	ENST00000378434	ENSP00000367691
ENSG00000091732	ENST00000358303	ENSP00000351052
ENSG00000215440	ENST00000356091	ENSP00000348395
ENSG00000119147	ENST00000238044	ENSP00000238044
ENSG00000196345	ENST00000273320	ENSP00000273320
ENSG00000196345	ENST00000419137	ENSP00000389243
ENSG00000137571	ENST00000260126	ENSP00000260126
ENSG00000161920	ENST00000293777	ENSP00000293777
ENSG00000141200	ENST00000268919	ENSP00000268919
ENSG00000090889	ENST00000374403	ENSP00000363524
ENSG00000100346	ENST00000402142	ENSP00000385019
ENSG00000173085	ENST00000311469	ENSP00000310873
ENSG00000163464	ENST00000295683	ENSP00000295683
ENSG00000133597	ENST00000072869	ENSP00000072869
ENSG00000145808	ENST00000274487	ENSP00000274487
ENSG00000181001	ENST00000317078	ENSP00000322823
ENSG00000164051	ENST00000395694	ENSP00000379047
ENSG00000166448	ENST00000416379	ENSP00000413163
ENSG00000080298	ENST00000382004	ENSP00000371434
ENSG00000185305	ENST00000504924	ENSP00000433427
ENSG00000186462	ENST00000373517	ENSP00000362616
ENSG00000033867	ENST00000295736	ENSP00000295736
ENSG00000180988	ENST00000317037	ENSP00000322801
ENSG00000176009	ENST00000531618	ENSP00000435770
ENSG00000052795	ENST00000264433	ENSP00000264433
ENSG00000167359	ENST00000380211	ENSP00000369559
ENSG00000101000	ENST00000216968	ENSP00000216968
ENSG00000148702	ENST00000351270	ENSP00000277903
ENSG00000205359	ENST00000506729	ENSP00000421339
ENSG00000144285	ENST00000303395	ENSP00000303540
ENSG00000099849	ENST00000397583	ENSP00000380713
ENSG00000128274	ENST00000401850	ENSP00000384794
ENSG00000107140	ENST00000620767	ENSP00000481045
ENSG00000178149	ENST00000341949	ENSP00000344989
ENSG00000162496	ENST00000616661	ENSP00000480439
ENSG00000119979	ENST00000361432	ENSP00000354688
ENSG00000154175	ENST00000284322	ENSP00000284322
ENSG00000184210	ENST00000333026	ENSP00000328036
ENSG00000187522	ENST00000378372	ENSP00000367623
ENSG00000145833	ENST00000452510	ENSP00000416534
ENSG00000148426	ENST00000277570	ENSP00000277570
ENSG00000149634	ENST00000372519	ENSP00000361597
ENSG00000183978	ENST00000328434	ENSP00000354762
ENSG00000171067	ENST00000304271	ENSP00000307264
ENSG00000122882	ENST00000430082	ENSP00000401566
ENSG00000215126	ENST00000377391	ENSP00000366608
ENSG00000157014	ENST00000287652	ENSP00000287652
ENSG00000177700	ENST00000322028	ENSP00000324124
ENSG00000271321	ENST00000470691	ENSP00000474388
ENSG00000204304	ENST00000375050	ENSP00000364190
ENSG00000130522	ENST00000252818	ENSP00000252818
ENSG00000177697	ENST00000397420	ENSP00000380565
ENSG00000196976	ENST00000357360	ENSP00000349923
ENSG00000154229	ENST00000413366	ENSP00000408695
ENSG00000070444	ENST00000174618	ENSP00000174618
ENSG00000102572	ENST00000376547	ENSP00000365730
ENSG00000168263	ENST00000382082	ENSP00000371514
ENSG00000204619	ENST00000376772	ENSP00000365963
ENSG00000198914	ENST00000361360	ENSP00000355001
ENSG00000130054	ENST00000252338	ENSP00000252338
ENSG00000151778	ENST00000379179	ENSP00000368477
ENSG00000126500	ENST00000246841	ENSP00000246841
ENSG00000140948	ENST00000268616	ENSP00000268616
ENSG00000187516	ENST00000341016	ENSP00000339511
ENSG00000164142	ENST00000435205	ENSP00000413196
ENSG00000156313	ENST00000378505	ENSP00000367766
ENSG00000198576	ENST00000356613	ENSP00000349022
ENSG00000171155	ENST00000304661	ENSP00000304364
ENSG00000166411	ENST00000299518	ENSP00000299518
ENSG00000168701	ENST00000304800	ENSP00000305892
ENSG00000007312	ENST00000392795	ENSP00000376544
ENSG00000188846	ENST00000396203	ENSP00000379506
ENSG00000168748	ENST00000338437	ENSP00000345659
ENSG00000174744	ENST00000425825	ENSP00000396052
ENSG00000165655	ENST00000372524	ENSP00000361602
ENSG00000166963	ENST00000300231	ENSP00000300231
ENSG00000106034	ENST00000310396	ENSP00000309772
ENSG00000004961	ENST00000321143	ENSP00000326579
ENSG00000178662	ENST00000314499	ENSP00000318258
ENSG00000176787	ENST00000321522	ENSP00000322088
ENSG00000178031	ENST00000380548	ENSP00000369921
ENSG00000131096	ENST00000360085	ENSP00000353198
ENSG00000155875	ENST00000380534	ENSP00000369907
ENSG00000188037	ENST00000343257	ENSP00000339867
ENSG00000168300	ENST00000360540	ENSP00000353739
ENSG00000022267	ENST00000394155	ENSP00000377710
ENSG00000158109	ENST00000378344	ENSP00000367595
ENSG00000008853	ENST00000519685	ENSP00000427926
ENSG00000196844	ENST00000358524	ENSP00000351325
ENSG00000154174	ENST00000284320	ENSP00000284320
ENSG00000176014	ENST00000317702	ENSP00000318697
ENSG00000239697	ENST00000293825	ENSP00000293825
ENSG00000183873	ENST00000413689	ENSP00000410257
ENSG00000183638	ENST00000382483	ENSP00000371923
ENSG00000071553	ENST00000369762	ENSP00000358777
ENSG00000170946	ENST00000465995	ENSP00000417548
ENSG00000261609	ENST00000568107	ENSP00000476795
ENSG00000010017	ENST00000011619	ENSP00000011619
ENSG00000204779	ENST00000377420	ENSP00000366637
ENSG00000159579	ENST00000537866	ENSP00000443176
ENSG00000144645	ENST00000396556	ENSP00000379804
ENSG00000100991	ENST00000252015	ENSP00000252015
ENSG00000120688	ENST00000379487	ENSP00000368801
ENSG00000143970	ENST00000404843	ENSP00000383920
ENSG00000138182	ENST00000371728	ENSP00000360793
ENSG00000101435	ENST00000376979	ENSP00000366178
ENSG00000185823	ENST00000329468	ENSP00000333735
ENSG00000179241	ENST00000315571	ENSP00000318607
ENSG00000249437	ENST00000517649	ENSP00000428657
ENSG00000185774	ENST00000382152	ENSP00000371587
ENSG00000150787	ENST00000280362	ENSP00000280362
ENSG00000147144	ENST00000603986	ENSP00000474071
ENSG00000109519	ENST00000264954	ENSP00000264954
ENSG00000136999	ENST00000259526	ENSP00000259526
ENSG00000184897	ENST00000333762	ENSP00000329662
ENSG00000164761	ENST00000297350	ENSP00000297350
ENSG00000196123	ENST00000290881	ENSP00000290881
ENSG00000174109	ENST00000442039	ENSP00000413100
ENSG00000174579	ENST00000309993	ENSP00000311827
ENSG00000147586	ENST00000276585	ENSP00000276585
ENSG00000157036	ENST00000287675	ENSP00000287675
ENSG00000277586	ENST00000610854	ENSP00000482169
ENSG00000163946	ENST00000493960	ENSP00000417509
ENSG00000138459	ENST00000492406	ENSP00000417654
ENSG00000128311	ENST00000403892	ENSP00000385828
ENSG00000243649	ENST00000425368	ENSP00000416561
ENSG00000131080	ENST00000396050	ENSP00000379365
ENSG00000178645	ENST00000374112	ENSP00000363226
ENSG00000148218	ENST00000409155	ENSP00000386284
ENSG00000175920	ENST00000340083	ENSP00000344432
ENSG00000100038	ENST00000398793	ENSP00000381773
ENSG00000138867	ENST00000621833	ENSP00000479370
ENSG00000148156	ENST00000374667	ENSP00000363799
ENSG00000198053	ENST00000400068	ENSP00000382941
ENSG00000160877	ENST00000292431	ENSP00000292431
ENSG00000023041	ENST00000369405	ENSP00000358413
ENSG00000187954	ENST00000438911	ENSP00000387426
ENSG00000071539	ENST00000166345	ENSP00000166345
ENSG00000197142	ENST00000356116	ENSP00000348429
ENSG00000269586	ENST00000611668	ENSP00000484601
ENSG00000270946	ENST00000620704	ENSP00000483637
ENSG00000140905	ENST00000315467	ENSP00000319531
ENSG00000162976	ENST00000295083	ENSP00000295083
ENSG00000082805	ENST00000589028	ENSP00000468263
ENSG00000105643	ENST00000222250	ENSP00000222250
ENSG00000163918	ENST00000392481	ENSP00000376272
ENSG00000177989	ENST00000329363	ENSP00000382804
ENSG00000182287	ENST00000545766	ENSP00000444957
ENSG00000149418	ENST00000278742	ENSP00000278742
ENSG00000215045	ENST00000457091	ENSP00000397351
ENSG00000183765	ENST00000382580	ENSP00000372023
ENSG00000149485	ENST00000350997	ENSP00000322229
ENSG00000134780	ENST00000257215	ENSP00000257215
ENSG00000100314	ENST00000216144	ENSP00000216144
ENSG00000185798	ENST00000332629	ENSP00000328079
ENSG00000147548	ENST00000317025	ENSP00000313983
ENSG00000140470	ENST00000268070	ENSP00000268070
ENSG00000078401	ENST00000379375	ENSP00000368683
ENSG00000013297	ENST00000064724	ENSP00000064724
ENSG00000147650	ENST00000276654	ENSP00000276654
ENSG00000120693	ENST00000379826	ENSP00000369154
ENSG00000182117	ENST00000328848	ENSP00000332198
ENSG00000165863	ENST00000369210	ENSP00000358212
ENSG00000168806	ENST00000305641	ENSP00000307214
ENSG00000169239	ENST00000318636	ENSP00000314099
ENSG00000159495	ENST00000452443	ENSP00000389466
ENSG00000090674	ENST00000264079	ENSP00000264079
ENSG00000101146	ENST00000395841	ENSP00000379182
ENSG00000171016	ENST00000302000	ENSP00000302327
ENSG00000118017	ENST00000236709	ENSP00000236709
ENSG00000187736	ENST00000356853	ENSP00000349313
ENSG00000136937	ENST00000375147	ENSP00000364289
ENSG00000169612	ENST00000304191	ENSP00000307181
ENSG00000115718	ENST00000234071	ENSP00000234071
ENSG00000163001	ENST00000339012	ENSP00000342699
ENSG00000172780	ENST00000315150	ENSP00000319781
ENSG00000198003	ENST00000356392	ENSP00000348757
ENSG00000107201	ENST00000379883	ENSP00000369213
ENSG00000157870	ENST00000444521	ENSP00000413218
ENSG00000119782	ENST00000380986	ENSP00000370373
ENSG00000161031	ENST00000340880	ENSP00000345968
ENSG00000127080	ENST00000287996	ENSP00000287996
ENSG00000134049	ENST00000256433	ENSP00000256433
ENSG00000110436	ENST00000278379	ENSP00000278379
ENSG00000106823	ENST00000344604	ENSP00000344758
ENSG00000164935	ENST00000297581	ENSP00000297581
ENSG00000151365	ENST00000281030	ENSP00000281030
ENSG00000198034	ENST00000316084	ENSP00000362744
ENSG00000171840	ENST00000305108	ENSP00000307552
ENSG00000137700	ENST00000357590	ENSP00000476176
ENSG00000114026	ENST00000302036	ENSP00000306561
ENSG00000204379	ENST00000375602	ENSP00000364752
ENSG00000146701	ENST00000315758	ENSP00000327070
ENSG00000154102	ENST00000284245	ENSP00000284245
ENSG00000185924	ENST00000331238	ENSP00000330631
ENSG00000111863	ENST00000229583	ENSP00000229583
ENSG00000115705	ENST00000345913	ENSP00000318820
ENSG00000173273	ENST00000310430	ENSP00000311579
ENSG00000119922	ENST00000371826	ENSP00000360891
ENSG00000240720	ENST00000458448	ENSP00000405987
ENSG00000205269	ENST00000379426	ENSP00000368737
ENSG00000186088	ENST00000257626	ENSP00000257626
ENSG00000139826	ENST00000375898	ENSP00000365063
ENSG00000125788	ENST00000382398	ENSP00000371835
ENSG00000136859	ENST00000373425	ENSP00000362524
ENSG00000124217	ENST00000244051	ENSP00000244051
ENSG00000177947	ENST00000325113	ENSP00000325868
ENSG00000186074	ENST00000583937	ENSP00000462309
ENSG00000135960	ENST00000258443	ENSP00000258443
ENSG00000175376	ENST00000312234	ENSP00000309175
ENSG00000106483	ENST00000436072	ENSP00000410715
ENSG00000168488	ENST00000395547	ENSP00000378917
ENSG00000184811	ENST00000333813	ENSP00000329548
ENSG00000132000	ENST00000339560	ENSP00000345175
ENSG00000165606	ENST00000374139	ENSP00000363254
ENSG00000083535	ENST00000326291	ENSP00000317144
ENSG00000131097	ENST00000253410	ENSP00000253410
ENSG00000214447	ENST00000412523	ENSP00000391869
ENSG00000170315	ENST00000302182	ENSP00000304697
ENSG00000145555	ENST00000513610	ENSP00000421280
ENSG00000115902	ENST00000234256	ENSP00000234256
ENSG00000130311	ENST00000359866	ENSP00000352928
ENSG00000177752	ENST00000332990	ENSP00000332772
ENSG00000106615	ENST00000262187	ENSP00000262187
ENSG00000147955	ENST00000277010	ENSP00000277010
ENSG00000105829	ENST00000222547	ENSP00000222547
ENSG00000124935	ENST00000244926	ENSP00000244926
ENSG00000205143	ENST00000378909	ENSP00000368189
ENSG00000085760	ENST00000263629	ENSP00000263629
ENSG00000183036	ENST00000328619	ENSP00000329403
ENSG00000070371	ENST00000427926	ENSP00000441158
ENSG00000127585	ENST00000397621	ENSP00000380746
ENSG00000165416	ENST00000343788	ENSP00000367208
ENSG00000119509	ENST00000262457	ENSP00000262457
ENSG00000186766	ENST00000388920	ENSP00000373572
ENSG00000176495	ENST00000313940	ENSP00000320302
ENSG00000153094	ENST00000393256	ENSP00000376943
ENSG00000178951	ENST00000322357	ENSP00000323670
ENSG00000275145	ENST00000624356	ENSP00000485342
ENSG00000139675	ENST00000357495	ENSP00000350090
ENSG00000197629	ENST00000361050	ENSP00000354335
ENSG00000170293	ENST00000307526	ENSP00000307741
ENSG00000204510	ENST00000616979	ENSP00000484237
ENSG00000107831	ENST00000320185	ENSP00000321797
ENSG00000140395	ENST00000267973	ENSP00000267973
ENSG00000104164	ENST00000220531	ENSP00000220531
ENSG00000186687	ENST00000379380	ENSP00000368688
ENSG00000115641	ENST00000409807	ENSP00000386665
ENSG00000127928	ENST00000248572	ENSP00000248572
ENSG00000164366	ENST00000296824	ENSP00000296824
ENSG00000139842	ENST00000375440	ENSP00000364589
ENSG00000198363	ENST00000379454	ENSP00000368767
ENSG00000152348	ENST00000282185	ENSP00000282185
ENSG00000185274	ENST00000333538	ENSP00000329654
ENSG00000184388	ENST00000373521	ENSP00000362621
ENSG00000184860	ENST00000328945	ENSP00000332407
ENSG00000129003	ENST00000261517	ENSP00000261517
ENSG00000158470	ENST00000371711	ENSP00000360776
ENSG00000091592	ENST00000617618	ENSP00000478516
ENSG00000106511	ENST00000262041	ENSP00000262041
ENSG00000067141	ENST00000339362	ENSP00000341198
ENSG00000108352	ENST00000264644	ENSP00000264644
ENSG00000204296	ENST00000447241	ENSP00000415517
ENSG00000273514	ENST00000622588	ENSP00000484875
ENSG00000128602	ENST00000249373	ENSP00000249373
ENSG00000011304	ENST00000356948	ENSP00000349428
ENSG00000185681	ENST00000373764	ENSP00000362869
ENSG00000204424	ENST00000375832	ENSP00000364992
ENSG00000213551	ENST00000372950	ENSP00000362041
ENSG00000174891	ENST00000611884	ENSP00000481697
ENSG00000154319	ENST00000284486	ENSP00000284486
ENSG00000229314	ENST00000259396	ENSP00000259396
ENSG00000148584	ENST00000395489	ENSP00000378868
ENSG00000130382	ENST00000252674	ENSP00000252674
ENSG00000136267	ENST00000403951	ENSP00000385780
ENSG00000172782	ENST00000612771	ENSP00000481684
ENSG00000204422	ENST00000461287	ENSP00000475702
ENSG00000169347	ENST00000381362	ENSP00000370767
ENSG00000168743	ENST00000427316	ENSP00000389252
ENSG00000236699	ENST00000420470	ENSP00000416125
ENSG00000242689	ENST00000361987	ENSP00000355370
ENSG00000256671	ENST00000413601	ENSP00000404432
ENSG00000169764	ENST00000337130	ENSP00000338703
ENSG00000119004	ENST00000356079	ENSP00000348380
ENSG00000172362	ENST00000302572	ENSP00000306657
ENSG00000104611	ENST00000265807	ENSP00000265807
ENSG00000172365	ENST00000302581	ENSP00000303076
ENSG00000168234	ENST00000317571	ENSP00000323645
ENSG00000204305	ENST00000375069	ENSP00000364210
ENSG00000112081	ENST00000373715	ENSP00000362820
ENSG00000184984	ENST00000383263	ENSP00000372750
ENSG00000172769	ENST00000309403	ENSP00000308270
ENSG00000141433	ENST00000579794	ENSP00000462647
ENSG00000174807	ENST00000311330	ENSP00000308117
ENSG00000050165	ENST00000396505	ENSP00000379762
ENSG00000118245	ENST00000236979	ENSP00000236979
ENSG00000115170	ENST00000263640	ENSP00000263640
ENSG00000084733	ENST00000264710	ENSP00000264710
ENSG00000188649	ENST00000423344	ENSP00000411850
ENSG00000188649	ENST00000410012	ENSP00000386988
ENSG00000206535	ENST00000383693	ENSP00000373191
ENSG00000168158	ENST00000304936	ENSP00000307726
ENSG00000130165	ENST00000252445	ENSP00000252445
ENSG00000172497	ENST00000307624	ENSP00000303246
ENSG00000109163	ENST00000226413	ENSP00000226413
ENSG00000162591	ENST00000356575	ENSP00000348982
ENSG00000128709	ENST00000249499	ENSP00000249499
ENSG00000124201	ENST00000396105	ENSP00000379412
ENSG00000068745	ENST00000328631	ENSP00000331103
ENSG00000068078	ENST00000340107	ENSP00000339824
ENSG00000187144	ENST00000335496	ENSP00000335612
ENSG00000050344	ENST00000056233	ENSP00000056233
ENSG00000172244	ENST00000306862	ENSP00000303490
ENSG00000147642	ENST00000422135	ENSP00000407118
ENSG00000118007	ENST00000383202	ENSP00000372689
ENSG00000140406	ENST00000267984	ENSP00000267984
ENSG00000170500	ENST00000393437	ENSP00000377086
ENSG00000138835	ENST00000374140	ENSP00000363255
ENSG00000189099	ENST00000455694	ENSP00000401328
ENSG00000276234	ENST00000615182	ENSP00000481091
ENSG00000152672	ENST00000272367	ENSP00000272367
ENSG00000152778	ENST00000371795	ENSP00000360860
ENSG00000141194	ENST00000268912	ENSP00000365451
ENSG00000077150	ENST00000369966	ENSP00000358983
ENSG00000113319	ENST00000265080	ENSP00000265080
ENSG00000148704	ENST00000369206	ENSP00000358207
ENSG00000172487	ENST00000303039	ENSP00000304060
ENSG00000170417	ENST00000412401	ENSP00000394178
ENSG00000073536	ENST00000442241	ENSP00000413572
ENSG00000125968	ENST00000376112	ENSP00000365280
ENSG00000244623	ENST00000316368	ENSP00000313936
ENSG00000072135	ENST00000175756	ENSP00000175756
ENSG00000214706	ENST00000436390	ENSP00000392316
ENSG00000073711	ENST00000264977	ENSP00000264977
ENSG00000168333	ENST00000303202	ENSP00000304926
ENSG00000132746	ENST00000349015	ENSP00000255084
ENSG00000125843	ENST00000615891	ENSP00000481750
ENSG00000182798	ENST00000400004	ENSP00000382884
ENSG00000163249	ENST00000339882	ENSP00000342344
ENSG00000196843	ENST00000357485	ENSP00000350078
ENSG00000181789	ENST00000314797	ENSP00000325002
ENSG00000188763	ENST00000344575	ENSP00000345785
ENSG00000161647	ENST00000398389	ENSP00000381425
ENSG00000183230	ENST00000433211	ENSP00000389714
ENSG00000169446	ENST00000305963	ENSP00000306220
ENSG00000138303	ENST00000342444	ENSP00000339404
ENSG00000284308	ENST00000290390	ENSP00000290390
ENSG00000134115	ENST00000446702	ENSP00000407822
ENSG00000100325	ENST00000397771	ENSP00000380877
ENSG00000234469	ENST00000445307	ENSP00000403980
ENSG00000188687	ENST00000346834	ENSP00000251768
ENSG00000140563	ENST00000357742	ENSP00000350377
ENSG00000113597	ENST00000438419	ENSP00000409231
ENSG00000140367	ENST00000267938	ENSP00000267938
ENSG00000011198	ENST00000458276	ENSP00000390849
ENSG00000169688	ENST00000334346	ENSP00000334998
ENSG00000180251	ENST00000295269	ENSP00000295269
ENSG00000099817	ENST00000615234	ENSP00000478303
ENSG00000197172	ENST00000616035	ENSP00000480637
ENSG00000174013	ENST00000311630	ENSP00000310332
ENSG00000140968	ENST00000268638	ENSP00000268638
ENSG00000121621	ENST00000263181	ENSP00000263181
ENSG00000089472	ENST00000519389	ENSP00000430620
ENSG00000103502	ENST00000219789	ENSP00000219789
ENSG00000121064	ENST00000262288	ENSP00000262288
ENSG00000160606	ENST00000292090	ENSP00000292090
ENSG00000130830	ENST00000369534	ENSP00000358547
ENSG00000140391	ENST00000267970	ENSP00000267970
ENSG00000261701	ENST00000540303	ENSP00000441828
ENSG00000129538	ENST00000397967	ENSP00000381057
ENSG00000118557	ENST00000237353	ENSP00000237353
ENSG00000138442	ENST00000261015	ENSP00000261015
ENSG00000087365	ENST00000322535	ENSP00000318861
ENSG00000075218	ENST00000454366	ENSP00000415430
ENSG00000109065	ENST00000357814	ENSP00000350467
ENSG00000188032	ENST00000548523	ENSP00000449137
ENSG00000101445	ENST00000299824	ENSP00000299824
ENSG00000169507	ENST00000409149	ENSP00000386272
ENSG00000130305	ENST00000310326	ENSP00000309126
ENSG00000171954	ENST00000269703	ENSP00000269703
ENSG00000085788	ENST00000397166	ENSP00000380352
ENSG00000172379	ENST00000303329	ENSP00000307479
ENSG00000115504	ENST00000263991	ENSP00000263991
ENSG00000134825	ENST00000537328	ENSP00000443216
ENSG00000065371	ENST00000184183	ENSP00000184183
ENSG00000134824	ENST00000278840	ENSP00000278840
ENSG00000135248	ENST00000315184	ENSP00000326652
ENSG00000136826	ENST00000374672	ENSP00000363804
ENSG00000165118	ENST00000376344	ENSP00000365522
ENSG00000129084	ENST00000418988	ENSP00000414359
ENSG00000130538	ENST00000252835	ENSP00000252835
ENSG00000166197	ENST00000405356	ENSP00000385410
ENSG00000198740	ENST00000362063	ENSP00000354686
ENSG00000136531	ENST00000375437	ENSP00000364586
ENSG00000204179	ENST00000374339	ENSP00000363459
ENSG00000167281	ENST00000580155	ENSP00000463653
ENSG00000101850	ENST00000467482	ENSP00000417161
ENSG00000184898	ENST00000331426	ENSP00000331211
ENSG00000102290	ENST00000373094	ENSP00000362186
ENSG00000088256	ENST00000078429	ENSP00000078429
ENSG00000273171	ENST00000555059	ENSP00000452347
ENSG00000095383	ENST00000465784	ENSP00000481721
ENSG00000004139	ENST00000585482	ENSP00000468032
ENSG00000162882	ENST00000294973	ENSP00000294973
ENSG00000214827	ENST00000369476	ENSP00000358488
ENSG00000206150	ENST00000382951	ENSP00000372410
ENSG00000171055	ENST00000379245	ENSP00000368547
ENSG00000162881	ENST00000378661	ENSP00000367930
ENSG00000107821	ENST00000370200	ENSP00000359219
ENSG00000165801	ENST00000298694	ENSP00000298694
